id,id_artiste,date,nombre_ecoutes,plateforme
709,19,2024-06-16,8816,Spotify
710,28,2024-07-03,667,Deezer
711,22,2024-09-20,4149,Deezer
712,27,2024-09-18,14170,YouTube Music
713,3,2024-06-17,9231,Spotify
714,21,2024-08-30,844,Spotify
715,12,2024-07-22,3499,Apple Music
716,8,2024-08-27,12598,Spotify
717,14,2024-08-17,13305,Deezer
718,18,2024-07-16,8340,Apple Music
719,5,2024-06-30,3888,Deezer
720,2,2024-06-18,5079,Spotify
721,21,2024-08-24,845,Apple Music
722,10,2024-07-14,2175,Spotify
723,29,2024-07-15,14221,Apple Music
724,27,2024-08-15,5573,YouTube Music
725,24,2024-08-20,9380,Deezer
726,8,2024-08-04,13108,Spotify
727,9,2024-06-10,2082,Apple Music
728,30,2024-09-19,11317,Apple Music
729,13,2024-06-02,5384,YouTube Music
730,7,2024-07-13,14091,Deezer
731,22,2024-09-04,14446,YouTube Music
732,9,2024-08-08,7919,Apple Music
733,6,2024-06-20,8202,YouTube Music
734,10,2024-06-14,10512,Apple Music
735,19,2024-08-22,14197,Apple Music
736,6,2024-09-09,9267,Spotify
737,30,2024-08-01,4566,Deezer
738,30,2024-06-27,9200,YouTube Music
739,10,2024-09-07,570,Apple Music
740,13,2024-08-04,2688,Spotify
741,1,2024-06-30,3074,YouTube Music
742,7,2024-08-14,1358,Deezer
743,15,2024-07-31,9638,Apple Music
744,30,2024-07-18,8362,Deezer
745,12,2024-08-12,11124,Spotify
746,22,2024-09-28,8253,Deezer
747,17,2024-07-29,3763,Spotify
748,16,2024-07-13,14290,Deezer
749,30,2024-07-23,6123,Spotify
750,11,2024-08-16,4634,Apple Music
751,10,2024-07-03,10504,Deezer
752,2,2024-07-09,6678,Deezer
753,29,2024-07-03,14471,Apple Music
754,6,2024-07-19,8546,YouTube Music
755,3,2024-08-06,10549,Apple Music
756,28,2024-08-05,11078,Apple Music
757,3,2024-09-03,11492,Spotify
758,12,2024-06-24,11423,Deezer
759,21,2024-09-23,13903,Apple Music
760,15,2024-09-10,7463,Deezer
761,22,2024-08-29,3754,Deezer
762,3,2024-06-22,8090,YouTube Music
763,8,2024-07-03,8201,YouTube Music
764,25,2024-08-30,3181,Spotify
765,7,2024-09-09,5750,Deezer
766,2,2024-09-21,8152,Deezer
767,17,2024-08-10,1244,Spotify
768,1,2024-06-08,7969,YouTube Music
769,14,2024-07-10,10876,YouTube Music
770,24,2024-08-29,7369,YouTube Music
771,15,2024-07-23,8293,YouTube Music
772,11,2024-07-13,14415,Deezer
773,10,2024-09-25,3145,Apple Music
774,1,2024-09-16,2146,YouTube Music
775,23,2024-09-20,1501,Deezer
776,18,2024-09-26,11836,Spotify
777,16,2024-07-09,9365,Apple Music
778,14,2024-09-14,14142,YouTube Music
779,24,2024-06-13,14670,Apple Music
780,2,2024-09-23,13465,Apple Music
781,18,2024-07-15,9015,Deezer
782,4,2024-09-21,10566,Deezer
783,7,2024-07-25,11190,YouTube Music
784,8,2024-07-30,1020,Spotify
785,24,2024-08-02,11373,Apple Music
786,14,2024-06-13,10420,Spotify
787,12,2024-06-03,3189,YouTube Music
788,26,2024-06-23,12358,Spotify
789,17,2024-06-29,2608,Deezer
790,9,2024-06-14,3674,YouTube Music
791,30,2024-06-08,1258,Apple Music
792,16,2024-08-03,730,Spotify
793,19,2024-08-30,5077,YouTube Music
794,16,2024-06-30,789,Apple Music
795,12,2024-06-04,4623,Apple Music
796,29,2024-06-22,7718,Spotify
797,24,2024-07-06,10549,YouTube Music
798,4,2024-09-19,13076,Deezer
799,13,2024-09-27,12055,Apple Music
800,27,2024-09-16,12703,Apple Music
801,20,2024-07-17,7299,Apple Music
802,7,2024-07-03,9848,Deezer
803,16,2024-07-13,2621,YouTube Music
804,29,2024-06-09,4363,Spotify
805,20,2024-06-30,9228,YouTube Music
806,26,2024-09-09,13513,YouTube Music
807,29,2024-09-29,11520,Spotify
808,21,2024-08-09,8730,Apple Music
809,17,2024-07-08,14451,Apple Music
810,3,2024-07-10,11993,Apple Music
811,17,2024-09-20,7351,Spotify
812,4,2024-08-20,12075,Deezer
813,28,2024-09-08,4399,Spotify
814,16,2024-09-23,8977,Spotify
815,4,2024-06-15,13121,Spotify
816,18,2024-06-05,6175,Spotify
817,19,2024-06-03,1017,Spotify
818,29,2024-06-03,7582,Deezer
819,9,2024-07-16,9837,Deezer
820,29,2024-07-01,4494,Deezer
821,11,2024-08-13,2147,Deezer
822,1,2024-08-03,2604,YouTube Music
823,13,2024-08-07,4356,Deezer
824,20,2024-09-09,3548,Spotify
825,24,2024-09-12,2944,Spotify
826,17,2024-09-12,8113,Spotify
827,12,2024-09-14,11986,Deezer
828,6,2024-07-17,3228,Deezer
829,9,2024-09-04,8452,Apple Music
830,29,2024-08-09,3686,Deezer
831,20,2024-08-08,10086,Apple Music
832,3,2024-09-10,5962,YouTube Music
833,23,2024-09-02,10182,Deezer
834,26,2024-08-25,3019,Apple Music
835,25,2024-07-09,4016,Apple Music
836,22,2024-06-28,2577,Deezer
837,1,2024-09-26,10717,Deezer
838,26,2024-09-02,2582,Deezer
839,10,2024-09-12,13377,Deezer
840,7,2024-06-18,12930,Spotify
841,22,2024-09-20,13962,Apple Music
842,14,2024-08-18,9113,Spotify
843,2,2024-08-06,4737,YouTube Music
844,4,2024-09-05,12526,Spotify
845,18,2024-07-20,2554,Apple Music
846,21,2024-06-10,13462,Spotify
847,6,2024-06-27,5340,Apple Music
848,7,2024-07-15,6920,Spotify
849,8,2024-09-13,1882,YouTube Music
850,23,2024-09-15,12107,Apple Music
851,20,2024-06-22,4473,Deezer
852,2,2024-07-12,1433,Apple Music
853,12,2024-06-17,12863,Apple Music
854,21,2024-07-15,6459,YouTube Music
855,19,2024-06-20,6567,YouTube Music
856,14,2024-07-27,8178,Apple Music
857,13,2024-06-15,13381,Spotify
858,18,2024-09-14,14467,Apple Music
859,10,2024-09-24,3402,Spotify
860,25,2024-09-23,3551,Apple Music
861,18,2024-09-11,601,Apple Music
862,28,2024-09-01,8860,Spotify
863,18,2024-08-17,5336,YouTube Music
864,16,2024-08-23,3671,Deezer
865,9,2024-06-11,12975,Spotify
866,14,2024-08-26,5160,Apple Music
867,13,2024-08-31,7421,Apple Music
868,19,2024-06-13,12300,Deezer
869,20,2024-08-10,13218,Deezer
870,21,2024-07-16,2816,YouTube Music
871,20,2024-06-21,12307,Spotify
872,12,2024-09-11,507,Spotify
873,9,2024-08-11,6745,Deezer
874,9,2024-07-01,4479,Deezer
875,16,2024-08-13,13301,Spotify
876,7,2024-08-11,5869,Deezer
877,12,2024-08-01,6027,Apple Music
878,3,2024-09-11,14546,Deezer
879,7,2024-08-23,4702,Spotify
880,21,2024-07-26,5196,Deezer
881,26,2024-07-17,12871,Deezer
882,30,2024-07-28,6724,Apple Music
883,1,2024-07-08,11853,YouTube Music
884,11,2024-09-09,333,Spotify
885,26,2024-06-14,9000,YouTube Music
886,28,2024-06-11,4866,YouTube Music
887,8,2024-07-22,14378,YouTube Music
888,1,2024-07-26,5464,Apple Music
889,27,2024-08-29,6949,YouTube Music
890,28,2024-09-26,14362,Deezer
891,3,2024-08-10,9629,Apple Music
892,29,2024-06-30,3596,Spotify
893,27,2024-07-31,14949,Spotify
894,11,2024-09-08,12991,Deezer
895,2,2024-09-08,6573,Apple Music
896,27,2024-08-05,3455,Deezer
897,20,2024-06-06,8871,Apple Music
898,20,2024-07-03,2384,YouTube Music
899,2,2024-07-18,14957,Apple Music
900,12,2024-08-11,2520,Deezer
901,12,2024-08-31,3893,Apple Music
902,29,2024-07-16,3516,Deezer
903,30,2024-06-13,536,Spotify
904,16,2024-07-21,12415,Deezer
905,7,2024-06-04,3382,Apple Music
906,4,2024-06-13,11827,YouTube Music
907,21,2024-09-10,10630,YouTube Music
908,1,2024-08-17,4750,Deezer
909,9,2024-08-28,11052,Apple Music
910,9,2024-07-08,10218,Deezer
911,1,2024-08-17,7212,Apple Music
912,20,2024-09-18,10292,Apple Music
913,16,2024-06-01,11270,Spotify
914,11,2024-09-03,3605,YouTube Music
915,21,2024-06-10,13269,YouTube Music
916,20,2024-06-21,6644,Apple Music
917,11,2024-07-20,11004,Apple Music
918,6,2024-06-06,11561,Deezer
919,7,2024-06-28,14300,Spotify
920,17,2024-09-24,1539,Spotify
921,6,2024-06-29,4916,Spotify
922,5,2024-09-13,12636,YouTube Music
923,20,2024-07-14,13903,YouTube Music
924,27,2024-06-16,815,Deezer
925,24,2024-07-16,5208,Deezer
926,15,2024-06-04,12668,Apple Music
927,28,2024-09-16,9839,Deezer
928,20,2024-09-11,9852,YouTube Music
929,29,2024-09-24,7009,Spotify
930,13,2024-07-22,13035,Apple Music
931,20,2024-07-29,3711,Apple Music
932,28,2024-07-23,9119,Deezer
933,29,2024-09-15,9657,Spotify
934,27,2024-06-24,3074,Apple Music
935,4,2024-08-13,519,Deezer
936,13,2024-07-20,12658,Deezer
937,23,2024-06-23,11715,Deezer
938,21,2024-09-07,4269,Apple Music
939,6,2024-07-20,10577,Deezer
940,5,2024-09-04,8246,YouTube Music
941,13,2024-06-07,1130,Spotify
942,28,2024-07-02,6543,Deezer
943,30,2024-07-16,879,Spotify
944,17,2024-06-02,2086,Deezer
945,15,2024-06-26,3581,YouTube Music
946,14,2024-07-25,864,Deezer
947,7,2024-06-10,5293,Apple Music
948,15,2024-06-07,11777,Spotify
949,28,2024-07-01,5663,YouTube Music
950,25,2024-07-26,14717,YouTube Music
951,19,2024-09-13,10929,Deezer
952,1,2024-06-25,4415,Deezer
953,9,2024-07-25,7500,Spotify
954,17,2024-07-29,419,Deezer
955,15,2024-06-23,12759,Spotify
956,23,2024-07-20,9375,Spotify
957,15,2024-08-07,3617,Deezer
958,28,2024-09-01,5208,Spotify
959,4,2024-07-17,406,Spotify
960,23,2024-07-30,1627,Deezer
961,11,2024-07-10,4990,Spotify
962,9,2024-06-19,6088,YouTube Music
963,13,2024-06-30,12211,YouTube Music
964,24,2024-06-10,12515,YouTube Music
965,24,2024-09-13,4759,Spotify
966,30,2024-06-13,9704,Apple Music
967,22,2024-06-25,14119,Apple Music
968,27,2024-09-09,837,Spotify
969,30,2024-09-02,14796,YouTube Music
970,10,2024-06-08,7045,Spotify
971,22,2024-06-03,5269,Apple Music
972,28,2024-09-26,1511,YouTube Music
973,9,2024-09-19,8547,Apple Music
974,1,2024-09-17,5146,Apple Music
975,20,2024-07-23,6502,YouTube Music
976,8,2024-07-18,5414,Spotify
977,23,2024-08-11,8689,Deezer
978,22,2024-07-13,12892,YouTube Music
979,5,2024-09-21,12024,Apple Music
980,15,2024-08-05,14297,Spotify
981,20,2024-06-27,4108,YouTube Music
982,26,2024-08-07,6837,Spotify
983,7,2024-09-04,6241,Apple Music
984,1,2024-09-04,12566,Apple Music
985,19,2024-07-19,209,Apple Music
986,22,2024-08-10,6424,Deezer
987,23,2024-09-12,10352,Apple Music
988,7,2024-08-01,6219,Apple Music
989,2,2024-07-29,7684,YouTube Music
990,20,2024-07-23,9916,Deezer
991,10,2024-09-23,2244,Deezer
992,30,2024-08-08,12081,Spotify
993,1,2024-06-07,10808,Spotify
994,1,2024-06-19,5893,YouTube Music
995,29,2024-07-15,7747,Spotify
996,7,2024-09-04,14955,YouTube Music
997,15,2024-08-13,13535,YouTube Music
998,23,2024-07-30,5922,Spotify
999,23,2024-06-21,13098,Deezer
1000,8,2024-06-27,14557,Spotify
1001,6,2024-09-19,9603,YouTube Music
1002,4,2024-08-18,1889,Spotify
1003,1,2024-09-23,9947,Apple Music
1004,15,2024-06-16,11155,YouTube Music
1005,26,2024-06-30,9725,Spotify
1006,6,2024-08-05,1471,Deezer
1007,26,2024-07-07,5521,Apple Music
1008,22,2024-06-28,2966,Spotify
1009,25,2024-06-14,2268,Apple Music
1010,7,2024-08-15,9297,Apple Music
1011,10,2024-06-30,11843,Spotify
1012,1,2024-07-18,10478,YouTube Music
1013,21,2024-06-18,5363,YouTube Music
1014,10,2024-06-16,2651,YouTube Music
1015,9,2024-08-07,2316,Spotify
1016,11,2024-08-16,14956,Apple Music
1017,2,2024-07-17,4994,Apple Music
1018,14,2024-08-07,11429,YouTube Music
1019,13,2024-07-14,10991,Spotify
1020,19,2024-06-27,13221,Apple Music
1021,20,2024-06-05,12519,Apple Music
1022,16,2024-08-09,4304,Apple Music
1023,18,2024-09-05,2522,Spotify
1024,26,2024-09-21,11252,Apple Music
1025,22,2024-09-15,7771,Apple Music
1026,23,2024-09-28,12237,YouTube Music
1027,5,2024-07-21,3901,Apple Music
1028,23,2024-08-13,13111,Spotify
1029,2,2024-06-15,11856,Deezer
1030,9,2024-09-23,440,YouTube Music
1031,29,2024-09-17,6008,YouTube Music
1032,20,2024-09-06,2724,YouTube Music
1033,3,2024-09-25,4879,Spotify
1034,27,2024-09-07,1916,YouTube Music
1035,12,2024-08-02,13178,Apple Music
1036,26,2024-08-02,9574,Apple Music
1037,27,2024-07-04,6315,YouTube Music
1038,13,2024-09-19,14391,YouTube Music
1039,24,2024-09-12,8310,Deezer
1040,8,2024-07-26,3860,YouTube Music
1041,11,2024-08-21,14963,YouTube Music
1042,30,2024-06-30,3204,Deezer
1043,2,2024-07-12,13673,YouTube Music
1044,3,2024-09-19,8566,Deezer
1045,7,2024-06-22,3141,Apple Music
1046,16,2024-08-16,4926,Spotify
1047,18,2024-09-11,11483,Spotify
1048,7,2024-06-13,11867,Spotify
1049,19,2024-07-09,10420,YouTube Music
1050,17,2024-09-20,6934,Spotify
1051,5,2024-07-10,514,Deezer
1052,5,2024-09-07,3075,Spotify
1053,13,2024-06-28,5741,Spotify
1054,14,2024-09-11,1435,Apple Music
1055,6,2024-06-10,3101,Apple Music
1056,29,2024-06-10,12195,Spotify
1057,19,2024-09-05,3466,Apple Music
1058,20,2024-08-16,4606,Apple Music
1059,24,2024-09-13,9904,YouTube Music
1060,29,2024-06-01,11735,Spotify
1061,7,2024-09-22,7137,YouTube Music
1062,12,2024-06-18,1154,Apple Music
1063,23,2024-09-25,9797,Deezer
1064,28,2024-07-31,3976,Deezer
1065,24,2024-06-16,8374,Apple Music
1066,2,2024-07-06,2644,Spotify
1067,23,2024-08-17,10469,Spotify
1068,28,2024-09-12,10140,Apple Music
1069,23,2024-06-26,2103,Spotify
1070,6,2024-09-21,4646,Deezer
1071,15,2024-06-09,9656,YouTube Music
1072,30,2024-08-16,3211,Spotify
1073,17,2024-08-18,6898,Apple Music
1074,5,2024-09-17,10098,YouTube Music
1075,11,2024-09-02,14463,YouTube Music
1076,17,2024-06-09,5687,Apple Music
1077,29,2024-08-12,7569,Apple Music
1078,29,2024-08-21,9851,Spotify
1079,28,2024-09-25,12311,Deezer
1080,29,2024-06-10,13769,Apple Music
1081,17,2024-06-20,6954,Spotify
1082,2,2024-09-08,8759,Apple Music
1083,3,2024-07-21,6791,Apple Music
1084,8,2024-08-15,6818,YouTube Music
1085,20,2024-08-05,1084,Apple Music
1086,30,2024-07-17,14945,YouTube Music
1087,5,2024-08-01,2933,YouTube Music
1088,9,2024-06-20,14399,YouTube Music
1089,26,2024-07-28,4793,YouTube Music
1090,5,2024-07-05,12570,Apple Music
1091,24,2024-08-23,3474,YouTube Music
1092,21,2024-06-08,4588,Deezer
1093,8,2024-08-26,13577,Apple Music
1094,19,2024-08-24,14724,Deezer
1095,8,2024-06-03,881,YouTube Music
1096,3,2024-07-07,1416,Apple Music
1097,27,2024-07-18,9123,Spotify
1098,30,2024-07-08,9853,Apple Music
1099,9,2024-07-27,487,Spotify
1100,7,2024-09-23,5781,Apple Music
1101,2,2024-07-29,1357,YouTube Music
1102,7,2024-08-14,8391,Deezer
1103,3,2024-08-09,7676,Deezer
1104,26,2024-06-25,7443,Apple Music
1105,18,2024-06-04,6606,YouTube Music
1106,10,2024-09-08,1344,Apple Music
1107,21,2024-07-23,8858,Spotify
1108,27,2024-07-02,7389,YouTube Music
1109,29,2024-06-08,11209,Deezer
1110,17,2024-07-21,7902,Apple Music
1111,30,2024-06-08,14344,Deezer
1112,10,2024-09-16,9951,YouTube Music
1113,27,2024-07-21,4013,Spotify
1114,17,2024-09-16,3421,Apple Music
1115,27,2024-06-22,12219,Apple Music
1116,19,2024-08-09,5487,Deezer
1117,7,2024-08-05,3221,Apple Music
1118,24,2024-09-08,1157,Apple Music
1119,8,2024-09-26,6539,Apple Music
1120,8,2024-07-27,9937,Deezer
1121,16,2024-06-22,6417,Deezer
1122,27,2024-09-26,4183,Apple Music
1123,12,2024-06-30,8880,Apple Music
1124,12,2024-09-26,14864,YouTube Music
1125,25,2024-09-18,9099,Apple Music
1126,8,2024-06-23,5041,YouTube Music
1127,14,2024-07-08,11424,Apple Music
1128,18,2024-06-22,5155,Spotify
1129,22,2024-06-07,6496,Deezer
1130,3,2024-07-13,4710,YouTube Music
1131,4,2024-08-19,3382,Deezer
1132,4,2024-08-25,733,Deezer
1133,19,2024-07-10,4098,Spotify
1134,30,2024-07-08,12324,Spotify
1135,30,2024-09-18,2021,Apple Music
1136,15,2024-07-30,1905,Apple Music
1137,18,2024-06-15,6448,Spotify
1138,27,2024-07-06,7179,Deezer
1139,19,2024-09-03,7877,YouTube Music
1140,21,2024-06-16,3718,Apple Music
1141,25,2024-08-17,3107,Spotify
1142,16,2024-09-19,7102,YouTube Music
1143,22,2024-08-18,5338,Deezer
1144,26,2024-09-18,5523,Apple Music
1145,4,2024-09-20,11072,YouTube Music
1146,17,2024-06-14,5533,Apple Music
1147,12,2024-07-16,764,Apple Music
1148,11,2024-06-08,8835,Apple Music
1149,20,2024-06-24,10070,Spotify
1150,14,2024-06-10,8428,Deezer
1151,26,2024-06-20,3944,YouTube Music
1152,7,2024-08-14,922,Deezer
1153,5,2024-08-28,12241,YouTube Music
1154,18,2024-07-19,1376,Deezer
1155,13,2024-09-01,9098,Deezer
1156,4,2024-08-29,12611,Apple Music
1157,28,2024-06-11,7223,YouTube Music
1158,30,2024-06-17,4984,Spotify
1159,25,2024-07-18,10818,YouTube Music
1160,23,2024-09-24,1684,Deezer
1161,26,2024-08-11,13313,Deezer
1162,26,2024-09-06,6242,Spotify
1163,8,2024-09-21,7951,Apple Music
1164,23,2024-07-19,5148,YouTube Music
1165,10,2024-07-03,10759,Apple Music
1166,18,2024-06-03,2502,Apple Music
1167,23,2024-07-22,14024,Spotify
1168,6,2024-06-17,12895,Apple Music
1169,6,2024-09-01,12243,Deezer
1170,7,2024-07-08,5057,Apple Music
1171,17,2024-08-11,5455,Spotify
1172,30,2024-09-14,14539,Spotify
1173,30,2024-09-22,8165,Apple Music
1174,29,2024-08-21,12815,Spotify
1175,27,2024-08-09,13043,Apple Music
1176,17,2024-09-20,8274,Apple Music
1177,5,2024-09-02,3785,Apple Music
1178,29,2024-08-23,2644,Spotify
1179,29,2024-08-19,9566,Deezer
1180,27,2024-08-29,12144,Spotify
1181,8,2024-09-24,724,Apple Music
1182,4,2024-06-26,8949,Apple Music
1183,25,2024-06-06,11166,Deezer
1184,28,2024-06-29,1778,Apple Music
1185,1,2024-06-26,7141,Apple Music
1186,20,2024-07-15,12948,Deezer
1187,4,2024-06-10,14155,Apple Music
1188,2,2024-09-18,1611,Apple Music
1189,30,2024-07-13,7071,Spotify
1190,14,2024-07-23,315,Apple Music
1191,30,2024-07-28,3350,YouTube Music
1192,20,2024-06-16,11742,Apple Music
1193,16,2024-07-03,6794,Deezer
1194,14,2024-08-08,14984,Apple Music
1195,12,2024-07-30,561,Deezer
1196,20,2024-09-13,3063,Deezer
1197,13,2024-06-14,7932,Apple Music
1198,28,2024-06-04,7882,YouTube Music
1199,3,2024-09-26,12028,Spotify
1200,24,2024-09-14,1446,YouTube Music
1201,22,2024-08-27,200,Spotify
1202,18,2024-07-24,9783,YouTube Music
1203,9,2024-06-23,2152,Spotify
1204,6,2024-06-11,12235,Spotify
1205,24,2024-09-22,8089,Deezer
1206,21,2024-09-18,2820,Deezer
1207,13,2024-06-16,13202,Apple Music
1208,27,2024-06-27,1102,YouTube Music
1209,6,2024-06-28,2680,YouTube Music
1210,13,2024-07-19,9765,Apple Music
1211,30,2024-09-01,1339,Apple Music
1212,4,2024-08-13,10603,Apple Music
1213,14,2024-08-21,13054,Apple Music
1214,12,2024-09-09,14286,Deezer
1215,14,2024-08-11,4839,Spotify
1216,4,2024-06-23,12805,Spotify
1217,2,2024-06-25,11418,Deezer
1218,30,2024-08-04,12584,YouTube Music
1219,27,2024-09-27,8526,YouTube Music
1220,16,2024-09-26,7374,Apple Music
1221,28,2024-09-27,9187,Spotify
1222,7,2024-07-20,12910,Spotify
1223,29,2024-06-15,3798,Deezer
1224,15,2024-09-03,13348,Deezer
1225,8,2024-09-03,11937,Deezer
1226,7,2024-06-16,6765,Apple Music
1227,21,2024-07-28,709,YouTube Music
1228,27,2024-07-11,9190,Spotify
1229,5,2024-06-23,5199,YouTube Music
1230,9,2024-07-31,5396,YouTube Music
1231,28,2024-08-16,9432,Spotify
1232,10,2024-08-20,5458,Apple Music
1233,14,2024-08-07,14495,YouTube Music
1234,19,2024-08-17,12020,Deezer
1235,24,2024-08-11,7749,Deezer
1236,7,2024-08-08,14501,Deezer
1237,22,2024-09-03,12662,Spotify
1238,24,2024-07-04,12601,Spotify
1239,3,2024-09-15,10857,Deezer
1240,23,2024-07-02,1143,Deezer
1241,14,2024-06-24,1936,Spotify
1242,3,2024-07-12,7104,Spotify
1243,9,2024-09-06,9167,Apple Music
1244,8,2024-09-28,8748,Deezer
1245,18,2024-09-04,14657,Deezer
1246,21,2024-06-01,10842,Deezer
1247,24,2024-06-26,2111,Deezer
1248,5,2024-07-04,4415,Apple Music
1249,2,2024-06-27,8300,Apple Music
1250,19,2024-08-01,10455,Spotify
1251,12,2024-09-23,14675,Deezer
1252,3,2024-09-13,7209,Deezer
1253,4,2024-06-23,11205,YouTube Music
1254,18,2024-08-29,13387,Spotify
1255,23,2024-07-06,14302,Spotify
1256,18,2024-06-13,3329,Apple Music
1257,30,2024-07-09,292,Deezer
1258,16,2024-06-15,1781,YouTube Music
1259,5,2024-06-20,2681,Apple Music
1260,16,2024-06-01,12781,Apple Music
1261,11,2024-06-23,9617,YouTube Music
1262,9,2024-08-11,13847,Spotify
1263,13,2024-09-26,5924,Spotify
1264,25,2024-07-17,2534,YouTube Music
1265,5,2024-08-25,1320,Spotify
1266,10,2024-07-05,2312,Apple Music
1267,25,2024-08-28,5891,Apple Music
1268,14,2024-06-21,2882,Spotify
1269,4,2024-07-02,10563,Apple Music
1270,10,2024-08-03,5127,YouTube Music
1271,2,2024-07-14,5718,Apple Music
1272,30,2024-09-22,13759,Apple Music
1273,22,2024-09-04,11776,Apple Music
1274,5,2024-07-30,4637,YouTube Music
1275,4,2024-08-24,10441,YouTube Music
1276,17,2024-08-15,9309,Apple Music
1277,2,2024-06-10,10031,Spotify
1278,20,2024-06-26,1374,Apple Music
1279,14,2024-09-26,6250,YouTube Music
1280,29,2024-08-30,5424,Deezer
1281,17,2024-06-12,13467,Deezer
1282,5,2024-07-02,7267,Deezer
1283,27,2024-07-08,10664,Spotify
1284,11,2024-09-28,13869,Apple Music
1285,22,2024-09-08,11994,Apple Music
1286,27,2024-07-16,5288,Deezer
1287,4,2024-09-19,5763,YouTube Music
1288,2,2024-06-05,10770,Spotify
1289,1,2024-07-24,10583,Deezer
1290,30,2024-08-20,8722,Apple Music
1291,7,2024-07-09,11313,Apple Music
1292,16,2024-08-09,6528,YouTube Music
1293,17,2024-09-03,3815,YouTube Music
1294,15,2024-09-05,587,Apple Music
1295,3,2024-08-05,7581,Apple Music
1296,16,2024-09-19,8450,YouTube Music
1297,15,2024-08-22,3512,Deezer
1298,18,2024-06-18,8950,Spotify
1299,5,2024-08-18,11347,YouTube Music
1300,21,2024-07-21,11506,Spotify
1301,22,2024-08-15,11151,YouTube Music
1302,24,2024-08-13,933,Deezer
1303,13,2024-06-22,1347,Deezer
1304,1,2024-08-15,10686,Spotify
1305,25,2024-07-22,11094,Apple Music
1306,7,2024-06-21,11565,Apple Music
1307,24,2024-06-05,2836,Deezer
1308,11,2024-06-02,2465,YouTube Music
1309,9,2024-07-20,4386,YouTube Music
1310,5,2024-08-10,13681,YouTube Music
1311,22,2024-08-13,9027,Apple Music
1312,17,2024-08-12,4188,YouTube Music
1313,28,2024-08-17,12116,YouTube Music
1314,20,2024-09-10,12465,YouTube Music
1315,10,2024-09-17,14381,Deezer
1316,2,2024-07-24,3643,Deezer
1317,11,2024-06-14,5108,Deezer
1318,4,2024-07-09,14584,Deezer
1319,3,2024-07-22,4585,Spotify
1320,6,2024-06-06,8876,Spotify
1321,8,2024-06-21,12177,Apple Music
1322,6,2024-06-15,7282,Spotify
1323,3,2024-08-19,11027,Apple Music
1324,21,2024-07-14,5167,YouTube Music
1325,19,2024-06-18,3103,Deezer
1326,25,2024-06-25,3395,YouTube Music
1327,4,2024-09-25,7893,YouTube Music
1328,11,2024-06-29,444,Deezer
1329,16,2024-06-14,12029,YouTube Music
1330,26,2024-07-21,982,YouTube Music
1331,21,2024-08-07,4936,Spotify
1332,14,2024-08-28,859,Deezer
1333,10,2024-09-17,6382,Spotify
1334,19,2024-07-10,3762,YouTube Music
1335,16,2024-09-12,1872,YouTube Music
1336,25,2024-07-12,4201,Deezer
1337,4,2024-09-09,1867,Apple Music
1338,15,2024-06-25,2334,Apple Music
1339,20,2024-07-31,13902,Deezer
1340,4,2024-08-22,5524,Spotify
1341,27,2024-08-02,13311,Spotify
1342,9,2024-07-12,7493,Apple Music
1343,25,2024-08-21,2565,Apple Music
1344,6,2024-08-27,3692,Apple Music
1345,12,2024-09-14,8426,Apple Music
1346,27,2024-09-08,205,Apple Music
1347,17,2024-06-16,10570,Spotify
1348,17,2024-08-12,12084,YouTube Music
1349,14,2024-09-28,9391,Spotify
1350,15,2024-08-11,2179,Deezer
1351,17,2024-08-21,9967,Spotify
1352,26,2024-06-01,8882,Spotify
1353,24,2024-07-12,1027,YouTube Music
1354,4,2024-06-19,6450,YouTube Music
1355,1,2024-09-29,14689,YouTube Music
1356,8,2024-09-23,11832,YouTube Music
1357,30,2024-06-17,7134,Spotify
1358,9,2024-07-10,4406,YouTube Music
1359,15,2024-09-18,5985,Apple Music
1360,10,2024-09-11,9612,Deezer
1361,3,2024-06-18,9025,Deezer
1362,23,2024-07-21,4657,YouTube Music
1363,11,2024-06-23,13556,Apple Music
1364,25,2024-08-05,14320,Spotify
1365,4,2024-08-12,14927,YouTube Music
1366,17,2024-07-21,1781,YouTube Music
1367,6,2024-06-29,11699,Deezer
1368,6,2024-07-23,3016,Apple Music
1369,1,2024-08-08,3816,YouTube Music
1370,12,2024-07-17,409,Spotify
1371,1,2024-08-01,12816,Deezer
1372,22,2024-08-09,2365,Apple Music
1373,19,2024-09-08,11741,Spotify
1374,9,2024-06-10,276,YouTube Music
1375,23,2024-09-24,4340,Spotify
1376,22,2024-06-07,14648,Apple Music
1377,12,2024-06-09,13460,Deezer
1378,15,2024-07-31,12684,Deezer
1379,17,2024-09-24,3300,Deezer
1380,20,2024-08-14,11519,Deezer
1381,13,2024-07-29,6735,YouTube Music
1382,11,2024-08-17,8804,YouTube Music
1383,22,2024-07-29,10931,Spotify
1384,30,2024-07-20,14809,YouTube Music
1385,16,2024-07-23,10160,Deezer
1386,2,2024-07-18,3287,Apple Music
1387,1,2024-09-28,5388,Spotify
1388,12,2024-08-04,666,Deezer
1389,8,2024-08-14,7865,Spotify
1390,25,2024-07-22,11268,Deezer
1391,29,2024-06-03,14691,Deezer
1392,10,2024-06-14,11181,Apple Music
1393,30,2024-08-09,494,Deezer
1394,17,2024-08-05,5229,Deezer
1395,6,2024-08-01,8492,Deezer
1396,24,2024-09-24,1713,Spotify
1397,12,2024-08-19,10893,Deezer
